x,y
10.498211666693866,4.521555097527195
2.1383453996650097,2.413591624518012
11.18323429551895,4.54869789082672
5.902148639271289,3.844453855035856
3.047704295936139,6.482450577835541
8.146514147823247,1.8404853242168002
7.024036146317259,2.269311924352956
2.030115104970513,3.231621056242643
10.467451570251924,2.6264459406654326
11.471987850010263,0.19910221111237814
4.252419223387473,6.94739979114161
2.4112724560515946,1.3895781750144889
6.5214109304966845,3.7560697732767667
8.148998458143838,4.127080685057684
2.9734984217009623,8.43564629081423
7.182621369786576,3.598704171528106
6.199555389416336,2.4982481462385775
6.615150130833643,0.9724730915754995
7.45855075127138,4.738994705046372
7.03014067363621,1.3776779945784074
2.3955159735215235,1.5453062726026305
5.495892078317942,3.815040288569903
1.9820869804450243,2.782321827907003
8.116052461471428,1.7080736980076046
1.5126591648863392,2.393542301871226
2.0485387746740202,2.4843224952664444
2.663850546323314,6.7745723129115945
1.8965446175883782,6.4152559680464645
8.889651886952576,2.5356803410290145
5.8278734877540135,0.8888043384351674
2.1830137462954293,7.5666851578394825
9.029390285561771,0.5809261932155225
3.294938647098321,6.6853289501381115
2.101822382750161,7.30592779694724
8.820646071755057,2.696711021349159
7.022245838296762,3.071098006974621
8.16409219190734,4.0886499358480375
1.7696806145201063,2.5285611131094576
1.2607390048162863,1.6400778958026456
1.9826441151473784,1.4156609811902339
1.6996806550405976,1.8541531251033616
2.457701058851037,2.1643755548298422
1.9421758588058797,1.8494481522053556
3.797013455557712,6.60499473347095
9.245503724816368,1.7158742611366993
2.6435979828793825,8.16270758169416
2.5154997612479755,2.4656400595580994
1.5047318374346559,1.716851135198614
9.389266321297463,5.864124960705196
8.266551501399881,0.9969834619348479
2.5430568081737626,7.458066225084927
8.512633963665738,5.814256258823829
1.8039459234339212,1.2682425259339407
6.225112231001337,-0.05884826664015108
2.019387469598127,5.828500095832144
8.293767882646522,1.532440833577452
8.256298157191912,2.724024995470981
8.535523228947572,1.9606356071090187
7.007320302847418,4.278650002194336
1.890164056081244,2.178556285755873
1.9244395911725782,6.265078442812642
2.8022580939835224,6.454412601601761
8.921250050065138,4.136261565070958
2.608448445985422,7.835328701655258
3.16233841668104,5.787404708002215
7.29210220131585,4.633425895451049
1.5803912383886807,1.8453938120743927
3.455813824185763,7.358166848013852
7.059549413318349,5.718672836995394
1.963994939209833,2.501766448946012
8.506403993112803,2.382184550816299
2.9237635740904384,7.223217220616271
9.462679600126627,2.779413927746792
9.74474562823244,3.0153495915293806
2.2366188122867725,1.9635855436715637
6.686572619922864,0.9258004035534961
7.339933269954525,3.196110865929137
7.831507925463756,2.6685456007001656
7.595187597059943,1.531854426326539
3.7506270447807983,6.587164217426101
1.7351198981164806,2.256633716556678
10.389779939959094,2.2331764853532223
2.794098770061324,5.665132740897929
1.7278086377374087,2.055461294854933
8.612379133571707,0.44612459364323964
3.628640126920666,7.340366049427971
2.742691959026094,8.661398386848672
2.972252090090575,7.187371786029217
1.961449145292948,2.170575987408322
8.298589543360205,2.099674684261808
4.2925332498090665,1.8046571167942849
9.723909989428513,1.945235362311169
2.5014875788601882,6.555618304671796
3.0629081522528723,5.401439452374314
3.2313349151262543,8.964240111928715
12.618321212682856,4.679362367151866
3.5201609423669287,6.920659308976494
8.104703127485028,2.42202960470736
3.065827191420339,7.852384300052281
11.840126807403191,2.8559101504130253
3.352011560042666,6.598356620517911
5.698828743896566,4.916515232847764
2.9868616831417985,7.950714618758467
8.353421837162848,4.15629779083045
1.9987684606476448,8.155011683258607
8.570296776508945,3.9158786179257348
2.7013971554680496,1.2990744686038596
8.86560819077081,2.695431920935511
6.930731325984254,3.1596453415378454
3.839642172255468,6.571811830751546
9.801820883245917,2.387886940467673
8.07278244191724,1.7535748253834433
7.204248278584209,2.1362726390329803
3.5268354181382646,8.60816363101308
7.8368597773147135,3.6025675831484123
9.234755875942872,3.109976950782606
2.555840378645441,8.504925655552473
8.757480918470685,4.298632791255182
8.180443447567848,3.7716582510881236
1.993251387631033,1.4711445355220498
2.045880388267751,1.0062155426995536
5.933495948064364,1.5932624401273159
6.7726689751497915,6.13858091352819
2.7896064077536957,2.3837173645764542
2.107046872065102,1.377130610644006
3.787457918781267,6.828808924619593
8.129884681209349,2.7664841469118806
1.9642548194232754,7.9286614299028155
4.660208698100212,6.448649745528345
7.641577929700386,1.6386545069376033
9.308480955081016,3.2750130086075275
1.5580712818994336,2.076862552972764
2.481688064622161,2.206390463468249
1.0406143923504794,1.9867430622753917
7.596666964167754,1.3402111368874945
6.108674068497432,4.376792920582164
2.559755876923664,6.462701305649559
4.477309596838133,6.143932186939078
6.740417236728836,2.1009110318339665
7.631385403871084,2.5909146453784944
7.595889748333163,4.076313383693943
2.6134508301605006,8.259189410632025
9.03521598756667,2.3981692921712456
4.238004161064049,8.436702138476416
3.956037303139874,5.78145047617298
3.7330621397619854,7.277190780718394
9.067422317133335,1.3130368622431963
7.762988152131516,2.35967839507887
8.779019771361758,5.299108369503866
7.653598204686983,4.044309547220127
1.760412881077355,1.9071705116680915
5.888732457923268,1.833274968613687
1.464553750969444,2.2412362076215926
1.7767425239664894,2.428199397161736
5.72094505106898,2.273648890700623
3.0768966215527866,6.630179769035966
7.587422454272534,-0.45288174710337703
2.7210782924737127,6.720593836545257
2.9328872555723784,2.2369164604558938
8.936179725578233,3.94251826389642
10.176715411692562,4.43890623912781
7.00606436158123,3.855898002889739
2.9604290322780535,7.539855593733283
8.384044601470814,4.474036475918271
2.9427189924687487,6.970222210792127
9.425635757279075,2.1346445165063956
6.609604292632875,2.9107119659073
8.083587368433042,4.641287277706423
9.286489434803029,2.7600922050548595
4.898836849940185,2.8663199407308175
2.9678736394845253,5.8553799183055615
6.444130768510315,2.7144919828745877
8.41995293947973,1.3117664290524353
1.5766031409657975,1.2425763876570677
4.181232279780716,8.104073083317962
2.406262911197099,2.6781200142854114
2.943092950605265,2.0872889064159197
7.972230296011415,2.5670120416197926
2.1718091447842305,1.118479922318633
4.382034536080569,7.349058935739226
1.3359069755507846,2.0984306179345618
8.036765261388414,3.746997436868175
3.514178207894035,8.063322024105945
2.312833673882503,1.5714212217918586
3.228692312579924,7.26756543198962
11.09112188732298,5.633011263664807
7.988041038025074,5.2199162083350386
3.1528792544159225,7.037149238524919
8.718469738619588,3.500493157930422
1.4245032112888487,2.1878490091728358
2.6428531083595774,7.155271994318646
2.1209811357830173,1.043359877671101
1.4043482513986758,2.328276804316915
3.2741802771021633,7.365402575323027
10.448616955897453,0.8547879330590509
6.019650189469036,5.747188148781531
2.7537774120375995,7.175320262131152
2.180818012523817,1.6774401226974378
7.062772133456482,3.0391365753162507
2.9282114445702185,8.152093772359578
7.981629840729628,1.6541184427712528
3.8589053998878176,6.178787760471152
3.106375739317501,6.439903348048661
8.794706266872923,5.1623529309868506
8.536681040522424,3.8411767895523514
7.88834985634993,3.931008146326017
3.6173589685186758,4.7211659034959395
8.020893937869419,2.963812369334995
6.766669406650353,3.3655308172378686
6.865473882073545,0.8666194356034889
6.4909739277504475,1.1787170808184018
1.7682911535937689,1.7671351232148715
3.022995858347854,8.02276149008584
9.403517589721192,4.907332642491238
3.824226763225474,7.191031327221211
5.665056239714144,3.9090149270184593
5.193812118461216,2.472729773938037
11.28470439982651,1.787552571967273
8.484077840507133,1.7591535846715156
3.853339751671323,7.935436472356538
